dataset,seed,n_test,model,method,roc_auc,pr_auc
HarmBench,0,400,all-mpnet-base-v2,C1_logreg_raw,0.9992500000000001,0.999258789652084
HarmBench,0,400,all-mpnet-base-v2,C1b_logreg_whitened,0.99815,0.9983140160244965
HarmBench,0,400,all-mpnet-base-v2,B1_raw,0.99375,0.9939234035153286
HarmBench,0,400,all-mpnet-base-v2,B1b_SigmaT_wh,0.9982749999999999,0.9984506315137566
HarmBench,0,400,all-mpnet-base-v2,B1w_SigmaW_wh,0.999075,0.9991281909196004
HarmBench,1,400,all-mpnet-base-v2,A1_naive_cosine_raw,0.948475,0.9428884432830389
HarmBench,1,400,all-mpnet-base-v2,A1b_cosine_whitened,0.9975499999999999,0.9977011133881981
HarmBench,1,400,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.98115,0.9826296860261505
HarmBench,1,400,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.9420000000000001,0.9431163127695263
HarmBench,1,400,all-mpnet-base-v2,B1_discriminant_mean_raw,0.99135,0.9913960606340577
HarmBench,1,400,all-mpnet-base-v2,B1b_discriminant_mean_whitened,0.99735,0.9975328900360314
HarmBench,1,400,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,0.994275,0.9948561810648806
HarmBench,1,400,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.96695,0.9647738256825893
HarmBench,1,400,all-mpnet-base-v2,C1_logreg_raw,0.997825,0.9978580358912699
HarmBench,1,400,all-mpnet-base-v2,C1b_logreg_whitened,0.997125,0.9973072350423298
HarmBench,1,400,all-mpnet-base-v2,B1_raw,0.99135,0.9913960606340577
HarmBench,1,400,all-mpnet-base-v2,B1b_SigmaT_wh,0.99735,0.9975328900360314
HarmBench,1,400,all-mpnet-base-v2,B1w_SigmaW_wh,0.998,0.9981236440046568
HarmBench,2,400,all-mpnet-base-v2,A1_naive_cosine_raw,0.9467249999999999,0.946043867315819
HarmBench,2,400,all-mpnet-base-v2,A1b_cosine_whitened,0.99905,0.9990740346292186
HarmBench,2,400,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.9812749999999999,0.9826940960929433
HarmBench,2,400,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.941075,0.9409640557092371
HarmBench,2,400,all-mpnet-base-v2,B1_discriminant_mean_raw,0.9897250000000001,0.9903160615837587
HarmBench,2,400,all-mpnet-base-v2,B1b_discriminant_mean_whitened,0.9991499999999999,0.9991685448480243
HarmBench,2,400,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,0.99525,0.9956919008917291
HarmBench,2,400,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.972525,0.9730336584603227
HarmBench,2,400,all-mpnet-base-v2,C1_logreg_raw,0.9979,0.998033441686638
HarmBench,2,400,all-mpnet-base-v2,C1b_logreg_whitened,0.998975,0.9989905598300717
HarmBench,2,400,all-mpnet-base-v2,B1_raw,0.9897250000000001,0.9903160615837587
HarmBench,2,400,all-mpnet-base-v2,B1b_SigmaT_wh,0.9991499999999999,0.9991685448480243
HarmBench,2,400,all-mpnet-base-v2,B1w_SigmaW_wh,0.9994999999999999,0.9995074754782486
HarmBench,3,400,all-mpnet-base-v2,A1_naive_cosine_raw,0.94385,0.9443302350085823
HarmBench,3,400,all-mpnet-base-v2,A1b_cosine_whitened,0.9982749999999999,0.9984243616222257
HarmBench,3,400,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.9775,0.980100975602906
HarmBench,3,400,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.95195,0.9500717314154146
HarmBench,3,400,all-mpnet-base-v2,B1_discriminant_mean_raw,0.9935499999999999,0.9938478035132651
HarmBench,3,400,all-mpnet-base-v2,B1b_discriminant_mean_whitened,0.9986,0.9986885126627068
HarmBench,3,400,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,0.9942,0.9950685319657011
HarmBench,3,400,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.9806250000000001,0.9762427675383113
HarmBench,3,400,all-mpnet-base-v2,C1_logreg_raw,0.9984500000000001,0.9985016034324021
HarmBench,3,400,all-mpnet-base-v2,C1b_logreg_whitened,0.9985,0.9985853587923174
HarmBench,3,400,all-mpnet-base-v2,B1_raw,0.9935499999999999,0.9938478035132651
HarmBench,3,400,all-mpnet-base-v2,B1b_SigmaT_wh,0.9986,0.9986885126627068
HarmBench,3,400,all-mpnet-base-v2,B1w_SigmaW_wh,0.998925,0.9989602148110526
HarmBench,4,400,all-mpnet-base-v2,A1_naive_cosine_raw,0.945275,0.9388637116902109
HarmBench,4,400,all-mpnet-base-v2,A1b_cosine_whitened,0.9984999999999999,0.9985207577014701
HarmBench,4,400,all-mpnet-base-v2,A2_rsfi_svd_raw_k20,0.979675,0.9807019432962214
HarmBench,4,400,all-mpnet-base-v2,A3_rsfi_svd_whitened_k20,0.9605,0.9624790184035963
HarmBench,4,400,all-mpnet-base-v2,B1_discriminant_mean_raw,0.9897,0.9901476455078286
HarmBench,4,400,all-mpnet-base-v2,B1b_discriminant_mean_whitened,0.9984249999999999,0.9984531594431989
HarmBench,4,400,all-mpnet-base-v2,B2_contrastive_svd_raw_k20,0.9954749999999999,0.9956632647138898
HarmBench,4,400,all-mpnet-base-v2,B2b_contrastive_svd_whitened_k20,0.98645,0.9858342120203117
HarmBench,4,400,all-mpnet-base-v2,C1_logreg_raw,0.997675,0.9977327290244637
HarmBench,4,400,all-mpnet-base-v2,C1b_logreg_whitened,0.9982249999999999,0.9982606390475991
HarmBench,4,400,all-mpnet-base-v2,B1_raw,0.9897,0.9901476455078286
HarmBench,4,400,all-mpnet-base-v2,B1b_SigmaT_wh,0.9984249999999999,0.9984531594431989
HarmBench,4,400,all-mpnet-base-v2,B1w_SigmaW_wh,0.9990249999999999,0.9990229283283885
HarmBench,0,400,bge-base-en-v1.5,A1_naive_cosine_raw,0.9009,0.9087491380348691
HarmBench,0,400,bge-base-en-v1.5,A1b_cosine_whitened,0.99725,0.9974991869851466
HarmBench,0,400,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.967325,0.9723034493193276
HarmBench,0,400,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.937025,0.9295675135424979
HarmBench,0,400,bge-base-en-v1.5,B1_discriminant_mean_raw,0.9920499999999999,0.9930311455768466
HarmBench,0,400,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.99745,0.9977097277981911
HarmBench,0,400,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.9944500000000001,0.9944470392070778
HarmBench,0,400,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.975525,0.9642329865132727
HarmBench,0,400,bge-base-en-v1.5,C1_logreg_raw,0.998,0.9981453289597825
HarmBench,0,400,bge-base-en-v1.5,C1b_logreg_whitened,0.99635,0.9967409907430375
HarmBench,0,400,bge-base-en-v1.5,B1_raw,0.9920499999999999,0.9930311455768466
HarmBench,0,400,bge-base-en-v1.5,B1b_SigmaT_wh,0.99745,0.9977097277981911
HarmBench,0,400,bge-base-en-v1.5,B1w_SigmaW_wh,0.9984500000000001,0.9986248937409863
HarmBench,1,400,bge-base-en-v1.5,A1_naive_cosine_raw,0.892525,0.891865663476564
HarmBench,1,400,bge-base-en-v1.5,A1b_cosine_whitened,0.9954,0.9952045276114263
HarmBench,1,400,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.9637749999999999,0.9674013786770702
HarmBench,1,400,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.908575,0.9058725567319118
HarmBench,1,400,bge-base-en-v1.5,B1_discriminant_mean_raw,0.989125,0.9888780032386825
HarmBench,1,400,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.9951749999999999,0.994975257657541
HarmBench,1,400,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.990025,0.9874485488787687
HarmBench,1,400,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9600749999999999,0.9468274762299376
HarmBench,1,400,bge-base-en-v1.5,C1_logreg_raw,0.995475,0.9953447831628088
HarmBench,1,400,bge-base-en-v1.5,C1b_logreg_whitened,0.9940249999999999,0.9936102502932452
HarmBench,1,400,bge-base-en-v1.5,B1_raw,0.989125,0.9888780032386825
HarmBench,1,400,bge-base-en-v1.5,B1b_SigmaT_wh,0.9951749999999999,0.994975257657541
HarmBench,1,400,bge-base-en-v1.5,B1w_SigmaW_wh,0.995925,0.9958136581776249
HarmBench,2,400,bge-base-en-v1.5,A1_naive_cosine_raw,0.8812249999999999,0.876277234903139
HarmBench,2,400,bge-base-en-v1.5,A1b_cosine_whitened,0.99785,0.9979545205762885
HarmBench,2,400,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.965825,0.967086335219704
HarmBench,2,400,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.922725,0.9257599431764049
HarmBench,2,400,bge-base-en-v1.5,B1_discriminant_mean_raw,0.98895,0.9900580268596985
HarmBench,2,400,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.9975,0.9976340014154099
HarmBench,2,400,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.99255,0.9929392584250215
HarmBench,2,400,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.973075,0.9706924665496428
HarmBench,2,400,bge-base-en-v1.5,C1_logreg_raw,0.995925,0.9961696048498432
HarmBench,2,400,bge-base-en-v1.5,C1b_logreg_whitened,0.997025,0.9972017439118506
HarmBench,2,400,bge-base-en-v1.5,B1_raw,0.98895,0.9900580268596985
HarmBench,2,400,bge-base-en-v1.5,B1b_SigmaT_wh,0.9975,0.9976340014154099
HarmBench,2,400,bge-base-en-v1.5,B1w_SigmaW_wh,0.9983,0.9983682812409822
HarmBench,3,400,bge-base-en-v1.5,A1_naive_cosine_raw,0.895075,0.889779078492155
HarmBench,3,400,bge-base-en-v1.5,A1b_cosine_whitened,0.998475,0.9985139352008878
HarmBench,3,400,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.9679500000000001,0.972971215529409
HarmBench,3,400,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.938925,0.9341812572067425
HarmBench,3,400,bge-base-en-v1.5,B1_discriminant_mean_raw,0.98855,0.9885577811032765
HarmBench,3,400,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.9984500000000001,0.9984984489357881
HarmBench,3,400,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.9886999999999999,0.9871219672820588
HarmBench,3,400,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.971725,0.9635146180433154
HarmBench,3,400,bge-base-en-v1.5,C1_logreg_raw,0.9945999999999999,0.994650008352525
HarmBench,3,400,bge-base-en-v1.5,C1b_logreg_whitened,0.99825,0.9983126906404866
HarmBench,3,400,bge-base-en-v1.5,B1_raw,0.98855,0.9885577811032765
HarmBench,3,400,bge-base-en-v1.5,B1b_SigmaT_wh,0.9984500000000001,0.9984984489357881
HarmBench,3,400,bge-base-en-v1.5,B1w_SigmaW_wh,0.998775,0.9987837032451597
HarmBench,4,400,bge-base-en-v1.5,A1_naive_cosine_raw,0.8883500000000001,0.887034982160779
HarmBench,4,400,bge-base-en-v1.5,A1b_cosine_whitened,0.9974500000000001,0.997480089248375
HarmBench,4,400,bge-base-en-v1.5,A2_rsfi_svd_raw_k20,0.9642000000000001,0.9678718976740732
HarmBench,4,400,bge-base-en-v1.5,A3_rsfi_svd_whitened_k20,0.9036,0.9101088202060112
HarmBench,4,400,bge-base-en-v1.5,B1_discriminant_mean_raw,0.989975,0.9904040818681429
HarmBench,4,400,bge-base-en-v1.5,B1b_discriminant_mean_whitened,0.9972000000000001,0.9972187339299347
HarmBench,4,400,bge-base-en-v1.5,B2_contrastive_svd_raw_k20,0.9924,0.9926556755519137
HarmBench,4,400,bge-base-en-v1.5,B2b_contrastive_svd_whitened_k20,0.95665,0.9572799105427661
HarmBench,4,400,bge-base-en-v1.5,C1_logreg_raw,0.996025,0.9961168758837957
HarmBench,4,400,bge-base-en-v1.5,C1b_logreg_whitened,0.9972,0.9971830386853189
HarmBench,4,400,bge-base-en-v1.5,B1_raw,0.989975,0.9904040818681429
HarmBench,4,400,bge-base-en-v1.5,B1b_SigmaT_wh,0.9972000000000001,0.9972187339299347
HarmBench,4,400,bge-base-en-v1.5,B1w_SigmaW_wh,0.998475,0.9985079895149728
HarmBench,0,400,bge-large-en-v1.5,A1_naive_cosine_raw,0.934575,0.9308972513931859
HarmBench,0,400,bge-large-en-v1.5,A1b_cosine_whitened,0.998425,0.998682125586892
HarmBench,0,400,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.9818,0.9844087027247589
HarmBench,0,400,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.9402,0.9359815769857924
HarmBench,0,400,bge-large-en-v1.5,B1_discriminant_mean_raw,0.992525,0.9931626107605939
HarmBench,0,400,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.99895,0.9990515723528378
HarmBench,0,400,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.9957,0.9960189947017516
HarmBench,0,400,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9816750000000001,0.9720330405644132
HarmBench,0,400,bge-large-en-v1.5,C1_logreg_raw,0.9985,0.9985502803080852
HarmBench,0,400,bge-large-en-v1.5,C1b_logreg_whitened,0.998975,0.9990634735151565
HarmBench,0,400,bge-large-en-v1.5,B1_raw,0.992525,0.9931626107605939
HarmBench,0,400,bge-large-en-v1.5,B1b_SigmaT_wh,0.99895,0.9990515723528378
HarmBench,0,400,bge-large-en-v1.5,B1w_SigmaW_wh,0.9995499999999999,0.9995731459524806
HarmBench,1,400,bge-large-en-v1.5,A1_naive_cosine_raw,0.932825,0.9304895670110771
HarmBench,1,400,bge-large-en-v1.5,A1b_cosine_whitened,0.9984249999999999,0.998409768169939
HarmBench,1,400,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.9784250000000001,0.9791583594290876
HarmBench,1,400,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.930775,0.9335988913490526
HarmBench,1,400,bge-large-en-v1.5,B1_discriminant_mean_raw,0.9934999999999999,0.9935204800777642
HarmBench,1,400,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.99845,0.9984278401814044
HarmBench,1,400,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.993875,0.9919582507173301
HarmBench,1,400,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.97405,0.9694355303447765
HarmBench,1,400,bge-large-en-v1.5,C1_logreg_raw,0.998275,0.9982481753470971
HarmBench,1,400,bge-large-en-v1.5,C1b_logreg_whitened,0.9983249999999999,0.9982996199210585
HarmBench,1,400,bge-large-en-v1.5,B1_raw,0.9934999999999999,0.9935204800777642
HarmBench,1,400,bge-large-en-v1.5,B1b_SigmaT_wh,0.99845,0.9984278401814044
HarmBench,1,400,bge-large-en-v1.5,B1w_SigmaW_wh,0.998775,0.9987450816341045
HarmBench,2,400,bge-large-en-v1.5,A1_naive_cosine_raw,0.9137375,0.9032874907280448
HarmBench,2,400,bge-large-en-v1.5,A1b_cosine_whitened,0.998525,0.9984864177281034
HarmBench,2,400,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.9748249999999999,0.9757698405215901
HarmBench,2,400,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.9131250000000001,0.9152800227287694
HarmBench,2,400,bge-large-en-v1.5,B1_discriminant_mean_raw,0.989525,0.9907789662305001
HarmBench,2,400,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.99875,0.9987228511902669
HarmBench,2,400,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.994025,0.9944052062143602
HarmBench,2,400,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.966675,0.9632230425441548
HarmBench,2,400,bge-large-en-v1.5,C1_logreg_raw,0.99735,0.9974617533622239
HarmBench,2,400,bge-large-en-v1.5,C1b_logreg_whitened,0.998775,0.9987496566973473
HarmBench,2,400,bge-large-en-v1.5,B1_raw,0.989525,0.9907789662305001
HarmBench,2,400,bge-large-en-v1.5,B1b_SigmaT_wh,0.99875,0.9987228511902669
HarmBench,2,400,bge-large-en-v1.5,B1w_SigmaW_wh,0.999125,0.9991081409338414
HarmBench,3,400,bge-large-en-v1.5,A1_naive_cosine_raw,0.924575,0.9216047935380989
HarmBench,3,400,bge-large-en-v1.5,A1b_cosine_whitened,0.99785,0.9977591774407355
HarmBench,3,400,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.9793999999999999,0.980856967340217
HarmBench,3,400,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.933925,0.9336978942025225
HarmBench,3,400,bge-large-en-v1.5,B1_discriminant_mean_raw,0.9915,0.9920079896094132
HarmBench,3,400,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.9977750000000001,0.9976920184087615
HarmBench,3,400,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.9919,0.9903770142761082
HarmBench,3,400,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.9772750000000001,0.9689131389816391
HarmBench,3,400,bge-large-en-v1.5,C1_logreg_raw,0.9965999999999999,0.9966698082586891
HarmBench,3,400,bge-large-en-v1.5,C1b_logreg_whitened,0.997575,0.9974863319250634
HarmBench,3,400,bge-large-en-v1.5,B1_raw,0.9915,0.9920079896094132
HarmBench,3,400,bge-large-en-v1.5,B1b_SigmaT_wh,0.9977750000000001,0.9976920184087615
HarmBench,3,400,bge-large-en-v1.5,B1w_SigmaW_wh,0.9982000000000001,0.9981201808292169
HarmBench,4,400,bge-large-en-v1.5,A1_naive_cosine_raw,0.9252999999999999,0.9156246524400484
HarmBench,4,400,bge-large-en-v1.5,A1b_cosine_whitened,0.998575,0.9986603857745515
HarmBench,4,400,bge-large-en-v1.5,A2_rsfi_svd_raw_k20,0.9771,0.9771007143118274
HarmBench,4,400,bge-large-en-v1.5,A3_rsfi_svd_whitened_k20,0.9177749999999999,0.9221476451528804
HarmBench,4,400,bge-large-en-v1.5,B1_discriminant_mean_raw,0.9884000000000001,0.9888240641536236
HarmBench,4,400,bge-large-en-v1.5,B1b_discriminant_mean_whitened,0.9986,0.998666081754068
HarmBench,4,400,bge-large-en-v1.5,B2_contrastive_svd_raw_k20,0.993675,0.9938412883468184
HarmBench,4,400,bge-large-en-v1.5,B2b_contrastive_svd_whitened_k20,0.973175,0.9706865836171552
HarmBench,4,400,bge-large-en-v1.5,C1_logreg_raw,0.9959749999999999,0.995999541792427
HarmBench,4,400,bge-large-en-v1.5,C1b_logreg_whitened,0.99865,0.998701019070714
HarmBench,4,400,bge-large-en-v1.5,B1_raw,0.9884000000000001,0.9888240641536236
HarmBench,4,400,bge-large-en-v1.5,B1b_SigmaT_wh,0.9986,0.998666081754068
HarmBench,4,400,bge-large-en-v1.5,B1w_SigmaW_wh,0.99885,0.9988733265202976
HarmBench,0,400,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.850425,0.8720549967223871
HarmBench,0,400,Qwen3-Embedding-8B,A1b_cosine_whitened,0.999975,0.9999751243781094
HarmBench,0,400,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.972875,0.9776530493891467
HarmBench,0,400,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.9038,0.9203356868670972
HarmBench,0,400,Qwen3-Embedding-8B,B1_discriminant_mean_raw,0.9999,0.9999019607843137
HarmBench,0,400,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,0.999975,0.9999751243781094
HarmBench,0,400,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.9968250000000001,0.9967540589645091
HarmBench,0,400,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.99005,0.986404027804289
HarmBench,0,400,Qwen3-Embedding-8B,C1_logreg_raw,1.0,1.0
HarmBench,0,400,Qwen3-Embedding-8B,C1b_logreg_whitened,0.999975,0.9999751243781094
HarmBench,0,400,Qwen3-Embedding-8B,B1_raw,0.9999,0.9999019607843137
HarmBench,0,400,Qwen3-Embedding-8B,B1b_SigmaT_wh,0.999975,0.9999751243781094
HarmBench,0,400,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
HarmBench,1,400,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.84415,0.8538863692975995
HarmBench,1,400,Qwen3-Embedding-8B,A1b_cosine_whitened,0.999675,0.9996712377417944
HarmBench,1,400,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.97275,0.9721688878377809
HarmBench,1,400,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.896875,0.9076737641042903
HarmBench,1,400,Qwen3-Embedding-8B,B1_discriminant_mean_raw,0.9996499999999999,0.9996668555039347
HarmBench,1,400,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,0.999675,0.9996722806774323
HarmBench,1,400,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.9956999999999999,0.9954187024977345
HarmBench,1,400,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.988175,0.9849466902937012
HarmBench,1,400,Qwen3-Embedding-8B,C1_logreg_raw,1.0,1.0
HarmBench,1,400,Qwen3-Embedding-8B,C1b_logreg_whitened,0.99975,0.9997489593400888
HarmBench,1,400,Qwen3-Embedding-8B,B1_raw,0.9996499999999999,0.9996668555039347
HarmBench,1,400,Qwen3-Embedding-8B,B1b_SigmaT_wh,0.999675,0.9996722806774323
HarmBench,1,400,Qwen3-Embedding-8B,B1w_SigmaW_wh,0.9997499999999999,0.9997489593400888
HarmBench,2,400,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.8487,0.8647064308336888
HarmBench,2,400,Qwen3-Embedding-8B,A1b_cosine_whitened,1.0,1.0
HarmBench,2,400,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.9745000000000001,0.976798162535236
HarmBench,2,400,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.87515,0.8930922609157392
HarmBench,2,400,Qwen3-Embedding-8B,B1_discriminant_mean_raw,0.999875,0.9998780487804878
HarmBench,2,400,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,1.0,1.0
HarmBench,2,400,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.9987499999999999,0.9987678847564851
HarmBench,2,400,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.9942500000000001,0.9935938065155836
HarmBench,2,400,Qwen3-Embedding-8B,C1_logreg_raw,1.0,1.0
HarmBench,2,400,Qwen3-Embedding-8B,C1b_logreg_whitened,1.0,1.0
HarmBench,2,400,Qwen3-Embedding-8B,B1_raw,0.999875,0.9998780487804878
HarmBench,2,400,Qwen3-Embedding-8B,B1b_SigmaT_wh,1.0,1.0
HarmBench,2,400,Qwen3-Embedding-8B,B1w_SigmaW_wh,1.0,1.0
HarmBench,3,400,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.824875,0.851600388292181
HarmBench,3,400,Qwen3-Embedding-8B,A1b_cosine_whitened,0.999425,0.9994390259782099
HarmBench,3,400,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.969625,0.9740841121335527
HarmBench,3,400,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.9132,0.9207143717026934
HarmBench,3,400,Qwen3-Embedding-8B,B1_discriminant_mean_raw,0.999975,0.9999751243781094
HarmBench,3,400,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,0.999525,0.9995392978424235
HarmBench,3,400,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.9993,0.9993135686097826
HarmBench,3,400,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.989625,0.9865131067580207
HarmBench,3,400,Qwen3-Embedding-8B,C1_logreg_raw,1.0,1.0
HarmBench,3,400,Qwen3-Embedding-8B,C1b_logreg_whitened,0.9994999999999999,0.9995133911066721
HarmBench,3,400,Qwen3-Embedding-8B,B1_raw,0.999975,0.9999751243781094
HarmBench,3,400,Qwen3-Embedding-8B,B1b_SigmaT_wh,0.999525,0.9995392978424235
HarmBench,3,400,Qwen3-Embedding-8B,B1w_SigmaW_wh,0.9996249999999999,0.9996327789014395
HarmBench,4,400,Qwen3-Embedding-8B,A1_naive_cosine_raw,0.845175,0.8600177613281772
HarmBench,4,400,Qwen3-Embedding-8B,A1b_cosine_whitened,0.99985,0.9998512315024625
HarmBench,4,400,Qwen3-Embedding-8B,A2_rsfi_svd_raw_k20,0.9742999999999999,0.9763245201117413
HarmBench,4,400,Qwen3-Embedding-8B,A3_rsfi_svd_whitened_k20,0.896525,0.9107860471762784
HarmBench,4,400,Qwen3-Embedding-8B,B1_discriminant_mean_raw,0.999925,0.9999261083743842
HarmBench,4,400,Qwen3-Embedding-8B,B1b_discriminant_mean_whitened,0.999925,0.9999249987499687
HarmBench,4,400,Qwen3-Embedding-8B,B2_contrastive_svd_raw_k20,0.998275,0.9983131385404896
HarmBench,4,400,Qwen3-Embedding-8B,B2b_contrastive_svd_whitened_k20,0.993225,0.9925413220160828
HarmBench,4,400,Qwen3-Embedding-8B,C1_logreg_raw,0.999925,0.9999261083743842
HarmBench,4,400,Qwen3-Embedding-8B,C1b_logreg_whitened,0.99995,0.9999501243781094
HarmBench,4,400,Qwen3-Embedding-8B,B1_raw,0.999925,0.9999261083743842
HarmBench,4,400,Qwen3-Embedding-8B,B1b_SigmaT_wh,0.999925,0.9999249987499687
HarmBench,4,400,Qwen3-Embedding-8B,B1w_SigmaW_wh,0.999975,0.9999751243781094
